BR,G_tot,a_r,g,mDM,mV,xsection_monotop,xsection_offshellV,xsection_onshellV,xsection_tt_exclusive
0.8,80.457908,0.23,1.55774,1.0,1000.0,0.18511207,0.0037819569,0.0065886016,0.05712469
0.9,160.915816,0.23,2.33661,1.0,1000.0,0.20849585,0.0037249804,0.0032543047,0.05651185
0.01,17.698251,0.24,0.081683,1.0,1000.0,0.0025003558,0.0044919254,0.036439691,0.06801247
0.1,19.468076,0.24,0.270911,1.0,1000.0,0.025090765,0.0044949354,0.033009873,0.06801083
0.2,21.901586,0.24,0.406367,1.0,1000.0,0.05003617,0.0044936697,0.029291611,0.06796553
0.3,25.030383,0.24,0.532059,1.0,1000.0,0.07501401,0.0044962787,0.025630394,0.06795758
0.4,29.202114,0.24,0.663594,1.0,1000.0,0.1002259,0.0044988547,0.022053886,0.06796133
0.5,35.042537,0.24,0.812734,1.0,1000.0,0.12577134,0.0044944925,0.018260755,0.06792639
0.6,43.803171,0.24,0.995392,1.0,1000.0,0.15074259,0.0044846071,0.0145694658,0.06789171
0.7,58.404228,0.24,1.241471,1.0,1000.0,0.17676153,0.004487272,0.010857774,0.06783524
0.8,87.606342,0.24,1.625468,1.0,1000.0,0.20151312,0.0044731541,0.007187218,0.0676274
0.9,175.212684,0.24,2.438201,1.0,1000.0,0.22709937,0.0044044848,0.0035162196,0.06689997
0.01,19.203831,0.25,0.085086,1.0,1000.0,0.0027245122,0.0052922305,0.039259423,0.08007482
0.1,21.124214,0.25,0.282199,1.0,1000.0,0.027172896,0.0052884497,0.035753696,0.08002524
0.2,23.764741,0.25,0.423299,1.0,1000.0,0.05449848,0.0052890902,0.031935573,0.08001727
0.3,27.159704,0.25,0.554228,1.0,1000.0,0.08129719,0.0052963868,0.027906023,0.08002128
0.4,31.686322,0.25,0.691244,1.0,1000.0,0.10909022,0.0052911714,0.023920093,0.07995215
0.5,38.023586,0.25,0.846598,1.0,1000.0,0.13689594,0.0052857342,0.019813685,0.0799646
0.6,47.529482,0.25,1.036866,1.0,1000.0,0.16339121,0.00527786,0.015807109,0.07992407
0.7,63.372643,0.25,1.293199,1.0,1000.0,0.1913712,0.0052865881,0.0118094821,0.07983236
0.8,95.058965,0.25,1.693195,1.0,1000.0,0.21780507,0.0052612075,0.0077449574,0.0795158
0.9,190.11793,0.25,2.539793,1.0,1000.0,0.24557565,0.005156039,0.0037907853,0.07838217
